"","Ctr_S1","Ctr_S2","Ctr_S7","Ctr_S13","RS_S6","RS_S9","RS_S12","RS_S16"
"ENSG00000092853",365.771268064267,272.261359895632,552.728515521646,502.308831934019,151.788366651092,139.955718422962,52.3298734752504,24.8481791379376
"ENSG00000134697",874.063765919242,1302.74779190284,738.42437325999,1125.46774290945,729.85663725046,691.915911304532,637.37785892855,821.173158177558
"ENSG00000187513",0,0,0,116.739532135239,0,1.57253616205575,0,80.4607705418933
"ENSG00000116151",48.8359458723408,29.6597570836024,39.2315192404954,35.3507033930652,36.3564950062496,48.7486210237284,28.2581316766352,29.5811656404019
"ENSG00000214114",168.434180661747,155.143344744997,159.541511578014,162.777657484347,139.063593398905,139.955718422962,133.964476096641,162.104787709403
"ENSG00000116544",0.996651956578383,3.04202636754896,3.4872461547107,10.687421956043,3.63564950062496,0,1.04659746950501,42.5968785221788
"ENSG00000163866",347.831532845856,441.854329886487,370.519903938012,415.987346904442,348.11343968484,294.064262304426,315.025838321007,370.356193817832
"ENSG00000162384",350.821488715591,188.605634788036,270.261576990079,295.137267863033,220.865707162966,298.781870790593,231.298040760607,265.047244138001
"ENSG00000117859",662.773551124625,898.158285018832,674.78213093652,1044.90102354851,1037.06902005327,594.418669257075,717.965864080435,1545.3200930546
"ENSG00000162396",39.8660782631353,51.7144482483324,54.0523153980158,55.903437923917,48.1723558832807,67.6190549683974,49.1900810667354,46.146618399027
"ENSG00000162378",774.398570261404,684.455932698517,863.093423290898,684.817114567984,510.808754837806,910.498437830282,922.052370633912,875.602502955897
"ENSG00000243725",8.96986760920545,9.12607910264689,13.0771730801651,12.3316407185111,10.9069485018749,4.71760848616726,5.23298734752504,13.0157128817769
"ENSG00000162407",1006.61847614417,377.211269576072,660.833146317677,685.639223949218,1528.79061501279,981.262565122791,863.442912341631,489.864103005056
"ENSG00000163877",179.397352184109,196.210700706908,197.901219279832,170.998751296687,199.960722534373,217.009990363694,201.993311614466,178.670240468028
"ENSG00000228929",31.8928626105083,21.2941845728427,20.0516653895865,19.7306251496178,19.9960722534373,34.5957955652266,17.7921569815851,15.382206133009
"ENSG00000157184",118.601582832828,108.752442639875,101.13013848661,124.138516566345,80.8932013889053,111.650067505959,101.519954541986,120.69115581284
"ENSG00000198815",606.961041556235,787.124322603294,641.653292466768,575.476566863852,692.591229869054,737.519460004149,692.847524812315,727.696674753888
"ENSG00000134744",409.623954153715,419.03913212987,440.264827032226,364.194455886695,293.578697175465,440.310125375611,390.380856125368,402.303852709466
"ENSG00000162385",282.052503711682,230.433497341834,279.851503915533,217.036876645796,169.966614154217,215.437454201638,182.107959693871,204.701666231581
"ENSG00000123080",335.871709366915,175.677022725953,506.522503971729,392.968284229888,90.8912375156239,100.642314371568,66.9822380483205,26.0314257635537
"ENSG00000162415",2.98995586973515,600.039700999033,5.23086923206605,86.3214850295778,207.232021535623,3.14507232411151,31.3979240851502,178.670240468028
"ENSG00000162600",117.604930876249,96.5843371696796,127.28448464694,95.3646882231526,77.2575518882803,75.4817357786762,128.731488749116,113.591676059143
"ENSG00000116704",358.794704368218,497.371311094256,389.69975778892,434.073753291591,408.101656445151,333.37766635582,376.775089021803,340.77502817743
"ENSG00000157193",341.851621106385,894.355752059395,421.084973181317,604.250395207045,359.020388186715,501.639035695786,555.743256307159,545.476694409012
"ENSG00000116205",182.387308053844,210.660325952766,170.003250042147,174.287188821624,150.879454275936,193.421947932858,182.107959693871,202.335172980349
"ENSG00000162607",745.495663520631,552.127785710137,1009.55776178875,810.599849896797,364.473862437652,400.996721324217,316.072435790512,195.235693226653
"ENSG00000154027",352.814792628748,768.872164398001,618.114380922471,551.635394808064,620.787152231711,696.633519790699,565.162633532704,344.324768054279
"ENSG00000137960",15.9464313052541,2.28151977566172,5.23086923206605,3.2884375249363,3.63564950062496,12.580289296446,19.8853519205951,10.6492196305447
"ENSG00000116675",14.9497793486757,39.5463427781365,49.6932577046274,86.3214850295778,305.394558052496,48.7486210237284,137.104268505156,379.822166822761
"ENSG00000162433",532.212144812857,349.072525676244,498.67620012363,249.099142513925,759.850745630616,1809.98912252617,1567.8030093185,1135.91676059143
"ENSG00000213625",1006.61847614417,1425.18935319669,986.890661783127,1156.70789939634,1899.62686407654,1185.69226619004,1593.96794605613,1721.62384027139
"ENSG00000158966",93.685283918368,76.8111657806113,82.8220961743791,108.518438322898,290.851960049997,105.359922857736,135.011073566146,163.288034335019
"ENSG00000153898",2.98995586973515,6.84455932698517,12.2053615414874,0,29.0851960049997,9.43521697233453,36.6309114326753,2.36649325123216
"ENSG00000125703",141.52457783413,132.32814698838,146.464338497849,114.273203991536,129.065557272186,147.818399233241,167.455595120801,138.439855197081
"ENSG00000162618",1033.52807897178,2618.42419586777,787.24581942594,3632.90135567337,2190.47882412654,927.796335612895,764.016152738655,3464.54611980388
"ENSG00000137941",448.493380460272,455.543448540457,335.647442390905,354.329143311886,469.907697955776,489.05874639934,294.093888930907,396.387619581386
"ENSG00000066135",255.142900884066,179.479555685389,231.030057749584,189.907267065071,194.507248283435,341.240347166099,216.645676187537,215.350885862126
"ENSG00000117174",512.279105681289,436.530783743276,544.882211673547,494.087738121679,522.624615714838,485.913674075228,505.506577770919,373.905933694681
"ENSG00000122420",785.361741783766,252.488188506564,565.805688601811,348.574377643247,244.497428917028,627.441928660246,785.994699598261,593.989806059271
"ENSG00000143013",622.907472861489,581.787542793739,706.167346328916,577.12078562632,567.161322097493,710.786345249201,670.86897795271,440.167744729181
"ENSG00000226084",9.96651956578383,13.6891186539703,6.10268077074372,13.9758594809793,10.9069485018749,15.7253616205575,13.6057671035651,9.46597300492862
"ENSG00000134748",385.704307195834,371.887723432861,444.623884725614,320.622658681289,212.68549578656,301.926943114705,246.997002803182,265.047244138001
"ENSG00000142892",1148.1430539783,1197.7978822224,1168.22746182808,1057.23266426702,1287.92883559639,1294.19726137189,1269.52273050957,1234.12623051757
"ENSG00000116641",1625.53934117934,1673.87500874382,1594.54330424147,1777.40048222807,1198.85542283108,2182.68019293339,1959.23046291337,2096.71302059169
"ENSG00000172260",476.399635244467,1092.84797254197,428.931277029416,487.510863071806,249.04199079281,419.867155268887,641.56424880657,795.141732414004
"ENSG00000067334",777.388526131139,886.750686140523,890.119580989906,889.522350495268,745.308147628116,693.488447466588,646.797236154095,686.283042857325
"ENSG00000142949",2642.12433688929,2481.53300932807,2600.6138198755,3688.80479359729,2035.05480797482,4970.78680825824,3990.67615122259,5684.31678945964
"ENSG00000171502",4.98325978289192,1.52101318377448,6.9744923094214,6.57687504987259,9.08912375156239,0,9.41937722554507,11.8324662561608
"ENSG00000116157",299.992238930093,52.4749548402196,195.285784663799,191.551485827539,78.1664642634366,268.903683711534,225.018455943577,141.989595073929
"ENSG00000143036",6.97656369604868,5.32354614321069,9.58992692545442,4.93265628740445,6.36238662609367,23.5880424308363,26.1649367376252,14.1989595073929
"ENSG00000065243",833.201035699528,874.582580670327,932.838346385112,705.369849098836,726.220987749835,759.53496627293,669.822380483205,666.167850221852
"ENSG00000117528",757.455486999571,811.460533543686,818.631034818336,803.200865465691,621.696064606868,816.146268106937,802.740259110341,1057.82248330077
"ENSG00000036549",654.800335471998,676.090360187757,739.296184798668,482.578206784402,541.711775593119,662.037724225473,528.531722100029,461.46618399027
"ENSG00000142700",0,176.43752931784,0,16.4421876246815,5.45347425093744,0,0,7.09947975369646
"ENSG00000127124",224.246690230136,75.2901525968368,265.902519296691,157.845001196942,175.420088405154,154.108543881464,181.061362224366,121.874402438456
"ENSG00000137936",840.177599395577,516.383975891437,603.293584764951,674.129692611941,435.369027699839,1184.11973002798,844.604157890541,488.68085637944
"ENSG00000117519",3329.81418692838,3798.73042647677,3543.04209318607,3196.36127423808,3149.38137991637,3376.23513993371,5055.06577770919,3735.50959706996
"ENSG00000171492",845.160859178469,962.801345329247,803.810238660816,502.308831934019,709.860564997023,1528.50514951819,915.772785816882,791.591992537156
"ENSG00000170989",136.541318051238,138.412199723478,264.158896219335,744.831099398071,154.515103776561,196.567020256969,332.817995302592,292.261916527171
"ENSG00000116299",5.9799117394703,35.7438098187003,13.0771730801651,13.1537500997452,29.0851960049997,25.1605785928921,29.3047291461402,33.1309055172502
"ENSG00000137962",2286.31958839081,1559.79901996073,2087.98863513303,4921.14675606717,918.910411282958,1254.88385732049,1985.395399651,3883.41542527197
"ENSG00000162377",361.784660237953,329.299354287175,340.878311622971,308.291017962778,362.656037687339,265.758611387423,309.792850973482,246.115298128144
"ENSG00000116774",1053.46111810335,586.350582345063,1208.33079260726,522.039457083637,686.228843242961,614.8616393638,1173.23576331511,168.021020837483
"ENSG00000023909",762.438746782463,1019.83933972079,695.705607864784,687.283442711686,1370.63986173561,825.581485079271,752.5035805741,824.722898054406
"ENSG00000069702",414.607213936607,142.975239274801,179.593176967601,133.18171975992,223.592444288435,767.397647083208,219.785468596052,147.90582820201
"ENSG00000198198",455.469944156321,449.459395805359,421.956784719994,492.44351935921,367.200599563121,470.188312454671,398.753635881408,496.963582758753
"ENSG00000116793",434.540253068175,596.997674631484,424.572219336027,427.496878241719,524.44244046515,426.157299917109,422.825377680023,476.848390123279
"ENSG00000117525",396.667478718196,732.367847987413,106.361007718676,235.945392414179,163.604227528123,2698.47205408767,580.861595575279,366.806453940984
"ENSG00000203914",4.98325978289192,28.8992504917152,11.3335500028098,13.1537500997452,17.2693351279685,18.8704339446691,7.32618228653505,18.9319460098572
"ENSG00000198162",1337.50692572819,1532.42078265279,1258.02405031188,1428.00399520359,1097.96614918874,1468.74877536007,1564.66321690999,1689.67618137976
"ENSG00000143079",611.944301339127,914.889430040351,738.42437325999,757.162740116582,804.387452013272,753.244821624706,780.761712250736,854.304063694808
"ENSG00000117620",320.921930018239,342.988472941146,252.825346216526,286.094064669458,229.045918539372,377.408678893381,330.724800363582,332.492301798118
"ENSG00000162688",404.640694370823,508.778909972564,402.776930869086,403.65570618593,362.656037687339,457.608023158225,575.628608227754,642.50291770953
"ENSG00000197106",76.7422006565355,207.618299585217,273.74882314479,121.672188422643,72.7129900124991,111.650067505959,370.495504204773,94.6597300492862
"ENSG00000185946",124.581494572298,130.046627212718,149.079773113882,102.763672654259,96.3447117665614,157.253616205575,121.405306462581,136.073361945849
"ENSG00000162627",566.098311336522,389.379375046267,487.34265012082,643.71164550628,607.153466604368,463.898167806448,395.613843472893,681.550056354861
"ENSG00000265808",829.214427873215,1559.03851336884,721.859954025114,739.076333729433,1777.8326058056,1045.73654776708,1429.65214334384,1327.60271394124
"ENSG00000134247",1320.56384246636,1796.31657003766,1517.82388883783,1840.70290458309,1090.69485018749,1462.45863071185,2183.20232138745,2392.52467699571
"ENSG00000162664",497.329326332613,492.808271542932,476.00910011801,396.256721754824,296.305434300934,462.325631644392,354.796542162198,330.125808546886
"ENSG00000134253",50.8292497854975,22.8151977566172,36.6160846244623,41.1054690617037,38.174319756562,31.4507232411151,29.3047291461402,43.7801251477949
"ENSG00000183508",41.8593821762921,12.9286120620831,108.976442334709,20.5527345308519,39.0832321317183,59.7563741581187,116.172319115056,36.6806453940984
"ENSG00000143398",1005.62182418759,1220.61307997902,1030.48123871701,1132.04461795932,1191.58412382983,1141.66125365248,1066.4828214256,1293.28856179837
"ENSG00000196505",197.33708740252,234.996536893157,231.030057749584,193.195704590007,188.144861657342,256.323394415088,181.061362224366,218.900625738974
"ENSG00000065183",781.375133957452,804.615974216701,714.885461715693,802.378756084456,782.573555009522,691.915911304532,683.42814758677,694.565769236637
"ENSG00000163156",217.270126534087,223.588938014849,227.542811594873,204.705235927284,208.140933910779,254.750858253032,181.061362224366,204.701666231581
"ENSG00000171943",83.7187643525842,58.5590075753176,95.8992692545442,66.59085987996,94.5268870162489,127.375429126516,97.3335646639657,48.5131116502592
"ENSG00000116830",268.099376319585,228.151977566172,360.929977012557,355.15125269312,197.233985408904,168.261369339966,192.573934388921,234.282831871983
"ENSG00000081026",204.313651098569,184.042595236712,273.74882314479,218.681095408264,140.881418149217,210.719845715471,155.943022956246,162.104787709403
"ENSG00000143458",252.152945014331,189.366141379923,264.158896219335,198.128360877412,121.794258270936,284.629045332092,200.946714144961,133.706868694617
"ENSG00000163155",53.8192056552327,88.21876465892,61.0268077074372,78.9225005984711,53.6258301342181,56.6113018340072,52.3298734752504,69.8115509113486
"ENSG00000117262",24.9162989144596,34.9833032268131,36.6160846244623,32.884375249363,33.6297578807809,33.0232594031708,49.1900810667354,35.4973987684823
"ENSG00000184371",938.846143096837,485.20320562406,1418.43737342858,1099.98235209119,2085.95390098357,2192.11540990572,2707.54765360945,2513.21583280855
"ENSG00000143158",446.500076547116,825.149652197656,401.03330779173,522.861566464871,339.933228308434,412.004474458608,573.535413288744,1025.87482440914
"ENSG00000000460",110.628367180201,88.9792712508072,173.490496196857,119.205860278941,75.4397271379679,50.3211571857841,52.3298734752504,55.6125914039556
"ENSG00000135862",26874.7200091361,24171.9415165441,22715.0496402468,27303.0746601648,15430.6053930275,30272.8936557353,24918.4391514447,25054.0640507948
"ENSG00000143156",154.481053269649,191.647661155585,116.822746182808,120.850079041409,129.974469647342,182.414194798468,103.613149480996,125.424142315304
"ENSG00000143190",113.618323049936,113.315482191199,108.976442334709,134.003829141154,110.887309769061,121.085284478293,98.3801621334707,168.021020837483
"ENSG00000224468",6.97656369604868,4.56303955132345,11.3335500028098,8.22109381234074,0.908912375156239,4.71760848616726,12.5591696340601,3.54973987684823
"ENSG00000047410",2547.44240101435,3694.54102338822,2769.74525837897,2731.04736445959,2648.57066120528,2325.78098368046,1990.62838699852,2306.14767332574
"ENSG00000171806",41.8593821762921,44.8698889213472,61.0268077074372,42.7496878241719,41.809969257187,20.4429701067248,33.4911190241602,33.1309055172502
"ENSG00000135842",2630.16451341035,368.845697065312,3346.01268544491,1322.77399440563,1883.26644132373,3786.66707823026,3119.90705659443,880.335489458362
"ENSG00000058085",3107.5608006114,573.42197028298,2608.4601237236,2556.76017563797,152.697279026248,1465.60370303596,1836.77855898129,1038.89053729092
"ENSG00000143228",356.801400455061,222.828431422962,559.703007831067,340.353283830907,88.1645003901552,106.932459019791,51.2832760057454,21.2984392610894
"ENSG00000116833",0.996651956578383,552.127785710137,3.4872461547107,0.822109381234074,168.148789403904,4.71760848616726,2.09319493901002,0
"ENSG00000000457",104.64845544073,87.4582580670327,75.8476038649577,78.100391217237,55.4436548845306,124.230356802405,74.3084203348555,84.0105104187415
"ENSG00000157064",454.473292199743,663.922254717561,247.59447698446,826.219928140245,627.149538857805,561.395409853904,156.989620425751,1540.58710655213
"ENSG00000059588",444.506772633959,260.853761017324,387.084323172887,322.266877443757,234.49939279031,443.455197699723,379.914881430318,292.261916527171
"ENSG00000162851",211.290214794617,193.929180931246,210.10658082132,170.176641915453,150.879454275936,171.406441664077,159.082815364761,139.623101822697
"ENSG00000143353",199.330391315677,114.075988783086,160.413323116692,202.238907783582,236.317217540622,185.559267122579,237.577625577637,249.665038004992
"ENSG00000197965",2361.06848513419,4468.73673392943,2157.73355822724,2606.90884789325,3787.43786727605,2806.97704926952,3612.85446473129,4820.5467527599
"ENSG00000143493",297.002283060358,203.815766625781,285.0823731476,267.185548901074,128.15664489703,201.284628743137,152.803230547731,101.759209802983
"ENSG00000179397",5.9799117394703,5.32354614321069,1.74362307735535,4.93265628740445,9.99803612671863,14.1528254585018,13.6057671035651,14.1989595073929
"ENSG00000092978",177.404048270952,237.278056668819,160.413323116692,166.066095009283,171.784438904529,196.567020256969,165.362400181791,185.769720221724
"ENSG00000188404",2.98995586973515,6.08405273509793,9.58992692545442,45.2160159678741,31.8119331304684,0,11.5125721645551,105.308949679831
"ENSG00000116574",163.450920878855,23.5757043485045,207.491146205287,13.9758594809793,198.14289778406,533.089758936901,331.771397833087,11.8324662561608
"ENSG00000143248",157.471009139385,139.172706315365,144.720715420494,161.955548103113,90.8912375156239,97.4972420474568,210.366091370506,364.439960689752
"ENSG00000162814",5.9799117394703,6.84455932698517,6.9744923094214,4.11054690617037,6.36238662609367,6.29014464822302,5.23298734752504,14.1989595073929
"ENSG00000116132",6181.23543469913,3208.57731117227,3664.22389706227,5368.3742594585,5249.87787890244,3730.05577639625,3854.61848018694,3734.32635044434
"ENSG00000152092",0.996651956578383,18.2521582052938,5.23086923206605,9.04320319357482,93.6179746410926,3.14507232411151,21.9785468596052,40.2303852709466
"ENSG00000143476",437.53020893791,357.438098187003,621.601627077182,518.751019558701,196.325073033748,165.116297015854,104.659746950501,44.9633717734109
"ENSG00000057252",867.087202223193,737.691394130624,970.326242548252,693.038208380325,825.292436641865,957.674522691955,659.356405788155,345.508014679895
"ENSG00000162852",462.44650785237,574.942983466754,409.751423178507,324.733205587459,449.002713327182,737.519460004149,572.488815819239,390.471386453306
"ENSG00000116962",1922.5416242397,2235.88938014849,2380.04550059005,3498.89752653222,1155.22762882358,1731.36231442339,1201.49389499175,1547.68658630583
"ENSG00000181450",55.8125095683895,66.16407349419,66.2576769395033,78.100391217237,54.5347425093744,61.3289103201744,64.8890431093105,33.1309055172502
"ENSG00000162849",254.146248927488,34.2227966349258,227.542811594873,86.3214850295778,34.5386702559371,132.093037612683,218.738871126547,155.005307955706
"ENSG00000067533",409.623954153715,403.829000292125,378.366207786111,434.073753291591,407.192744069995,342.812883328154,292.000693991897,300.544642906484
"ENSG00000152104",3280.97824105604,2319.54510525608,3139.39335077831,1938.53392094995,2004.15178721951,5107.59745435709,3012.10751723541,2114.46171997593
"ENSG00000117650",258.132856753801,174.916516134065,462.931927037845,207.993673452221,56.3525672596868,88.0620250751223,51.2832760057454,7.09947975369646
"ENSG00000203724",20.929691088146,19.7731713890683,20.9234769282642,14.7979688622133,16.3604227528123,44.0310125375611,61.7492507007954,31.9476588916341
"ENSG00000173726",2009.25034446202,2737.82373079407,2002.55110434262,2502.50095647652,2194.11447362716,1973.53288337997,2126.68605803417,2243.43560216808
"ENSG00000152382",84.7154163091625,59.3195141672048,85.4375307904121,92.0762506982163,49.0812682584369,58.1838379960629,72.2152253958455,39.0471386453306
"ENSG00000135829",2949.09313951544,2709.68498689424,3192.57385463764,2823.94572453904,2079.59151435748,2522.34800393743,2093.19493901001,2020.98523655226
"ENSG00000134717",568.091615249678,429.686224416291,536.16409628677,489.977191215508,341.751053058746,592.846133095019,461.549484051708,402.303852709466
"ENSG00000143207",500.319282202348,423.602171681193,483.855403966109,397.900940517292,398.103620318433,490.631282561395,446.897119478638,354.973987684823
"ENSG00000116906",638.853904166744,535.396640688618,550.113080905613,559.03437923917,439.91358957562,490.631282561395,524.345332222009,492.230596256288
"ENSG00000092969",400.65408654451,495.850297910481,360.05816547388,755.518521354114,708.951652621867,168.261369339966,472.015458746758,1783.15266480343
"ENSG00000157181",264.112768493272,568.858930731656,256.312592371236,324.733205587459,587.157394350931,336.522738679931,360.029529509723,442.534237980413
"ENSG00000076258",17.9397352184109,10.6470922864214,20.0516653895865,24.6632814370222,31.8119331304684,9.43521697233453,28.2581316766352,29.5811656404019
"ENSG00000117697",315.938670235347,303.442130163009,338.262877006938,281.983517763287,245.406341292185,215.437454201638,267.928952193282,208.25140610843
"ENSG00000143641",3064.70476647853,3369.04420206048,2645.07620834806,4171.38300038169,3230.27458130527,4039.84540032123,4198.94904765409,6647.47954271112
"ENSG00000010072",164.447572835433,204.576273217668,152.567019268593,172.642970059156,161.786402777811,160.398688529687,131.871281157631,134.890115320233
"ENSG00000135766",140.527925877552,144.496252458576,193.542161586444,115.09531337277,181.782475031248,281.48397300798,294.093888930907,160.921541083787
"ENSG00000116183",2093.96576077118,237.278056668819,1185.66369260164,399.54515927976,330.844104556871,6154.90653828622,2052.37763769932,869.686269827817
"ENSG00000170382",0.996651956578383,2.28151977566172,13.9489846188428,0,1.81782475031248,3.14507232411151,105.706344420006,13.0157128817769
"ENSG00000066027",424.573733502391,241.080589628255,379.238019324788,318.978439918821,270.855887796559,322.36991322143,337.004385180612,217.717379113358
"ENSG00000116711",514.272409594446,1627.4841066387,312.108530846607,1053.12211736085,1237.9386549628,309.789623924984,536.904501856069,1140.6497470939
"ENSG00000123684",952.799270488934,1070.79328137724,1092.37985796313,1725.60759121032,875.282617275458,1182.54719386593,990.081206151737,1234.12623051757
"ENSG00000203705",122.588190659141,85.9372448832582,114.207311566775,101.119453891791,150.879454275936,122.657820640349,119.312111523571,95.8429766749023
"ENSG00000174175",0,4.56303955132345,0,26.3075001994904,24.5406341292185,0,8.37277975604006,217.717379113358
"ENSG00000171161",228.23329805645,311.047196081882,267.646142374046,369.127112174099,245.406341292185,248.460713604809,501.320187892899,307.64412266018
"ENSG00000196878",276.072591972212,161.987904071982,288.56961930231,149.623907384602,317.210418929528,334.950202517876,345.377164936652,182.219980344876
"ENSG00000074964",236.206513709077,171.874489766516,179.593176967601,353.507033930652,243.588516541872,330.232594031708,362.122724448733,364.439960689752
"ENSG00000174606",341.851621106385,320.173275184528,380.981642402144,327.199533731162,256.313289794059,352.248100300489,266.882354723777,262.680750886769
"ENSG00000116903",205.310303055147,372.648230024748,258.928026987269,326.377424349927,353.566913935777,320.797377059374,325.491813016057,281.612696896626
"ENSG00000151414",3798.24060652022,4920.47764951045,4658.08905115481,5626.516605166,4192.81278659573,6241.39602719929,10125.8305174609,6307.88776115931
"ENSG00000136643",600.981129816765,579.506023018078,454.213811651068,466.13601915972,525.351352840306,556.677801367737,544.230684142604,592.806559433655
"ENSG00000069248",640.8472080799,592.434635080161,612.883511690405,670.01914570577,442.640326701088,547.242584395403,564.116036063199,612.921752069128
"ENSG00000185220",41.8593821762921,56.2774877996558,30.5134038537186,41.9275784429378,30.9030207553121,45.6035486996169,35.5843139631703,26.0314257635537
"ENSG00000162769",67.7723330473301,89.7397778426944,52.3086923206605,76.4561724547689,88.1645003901552,37.7408678893381,50.2366785362404,47.3298650246431
"ENSG00000277462",42.8560341328705,55.5169812077686,36.6160846244623,33.706484630597,50.8990930087494,47.1760848616726,25.1183392681202,27.2146723891698
"ENSG00000035687",839.180947438998,862.414475200131,761.963284804287,817.998834327904,520.806790964525,764.252574759097,655.170015910135,776.209786404147
"ENSG00000180287",13.9531273920974,187.845128196149,10.4617384641321,9.86531257480889,47.2634435081244,0,4.18638987802003,79.2775239162772
"ENSG00000007341",113.618323049936,172.634996358404,156.926076961981,141.402813572261,147.243804775311,125.80289296446,145.477048261196,140.806348448313
"ENSG00000143324",587.028002424668,695.863531576825,628.576119386603,889.522350495268,710.769477372179,680.908158170142,828.905195847966,1111.0685814535
"ENSG00000286619",53.8192056552327,24.3362109403917,48.8214461659498,13.1537500997452,19.087159878281,75.4817357786762,56.5162633532704,27.2146723891698
"ENSG00000198756",75.7455486999571,6.84455932698517,115.079123105453,73.1677349298326,144.517067649842,202.857164905192,389.334258655863,247.29854475376
"ENSG00000054282",581.048090685197,629.699458082635,383.597077018177,457.092815966145,419.008604947026,624.296856336135,579.814998105774,390.471386453306
"ENSG00000183780",0,540.720186831828,0,0,15.4515103776561,0,0,0
"ENSG00000162702",357.79805241164,586.350582345063,347.852803932392,342.819611974609,430.824465824057,474.905920940838,465.735873929728,354.973987684823
