"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000213625",1372.0396633893,0.354396284371424,0.207436274726737,0.0164272975361492,0.118597087904587
"ENSG00000158966",132.043496875644,0.630734325229396,0.424757413266968,0.00713354824394321,0.0653225988722976
"ENSG00000153898",12.4447117999312,0.0625657591965045,0.22902209343866,0.109365000307258,0.376063736472501
"ENSG00000125703",139.671209266901,0.0792904641363358,0.139593858503523,0.466504678436149,0.761539635903978
"ENSG00000162618",1927.3671102776,-0.0152088891208876,0.206573099692292,0.822842169888364,0.942822393128579
"ENSG00000137941",405.432670946366,0.0245990952601561,0.15459567327373,0.824244493804345,0.943089048724972
"ENSG00000066135",227.912992360413,0.081161418127101,0.171310939346562,0.473599047765383,0.766071948318805
"ENSG00000117174",484.466330059432,-0.0488778552028357,0.127407605916473,0.636126245071388,0.861971925812432
"ENSG00000122420",525.519232471274,0.0403397404499978,0.200976348333794,0.646948881541968,0.868382809644745
"ENSG00000143013",609.620942204881,-0.034758013951607,0.142472088063541,0.747271593034343,0.914725470296066
"ENSG00000226084",11.6797785878004,0.0268094991299819,0.202360308738658,0.742794325020923,0.913155213297513
"ENSG00000134748",318.686907484756,-0.485791949319533,0.180314614498951,0.000913285684440059,0.0147610561514065
"ENSG00000142892",1207.1470150364,0.139857118687431,0.0732201523859987,0.0421041661929475,0.218953732756876
"ENSG00000116641",1763.60465445778,0.086132876911799,0.157938094799521,0.449204826407435,0.751461364676164
"ENSG00000172260",573.91310939624,-0.0479331386344392,0.201848216764588,0.586649119933002,0.834741004033823
"ENSG00000067334",776.95725223287,-0.282384902822783,0.0972647271565879,0.00135456083650151,0.0194461879139297
"ENSG00000142949",3511.73881457568,0.229773334863314,0.272115583929962,0.0879557063865975,0.334273140218664
"ENSG00000116157",181.672832906766,-0.00657767389560544,0.20369321862114,0.926282974144944,0.976359808789141
"ENSG00000143036",12.1421272942583,0.205178118079447,0.351843345600333,0.0266048216187778,0.16082564805287
"ENSG00000065243",770.967249572703,-0.19985362312052,0.12040460355971,0.0503421844607213,0.243474330310866
"ENSG00000117528",811.144124494025,0.0284648236973247,0.138837446409027,0.792786692852234,0.932078255168678
"ENSG00000036549",593.314061643964,-0.134938768992973,0.158355835069135,0.244218509956037,0.571299865001495
"ENSG00000142700",25.6790838683944,-0.0262319919876856,0.220989516709382,0.0726709362091466,0.299531533731788
"ENSG00000127124",169.468595033756,-0.0459974881972021,0.195957332754769,0.625245550445869,0.856276082201485
"ENSG00000137936",698.344828082714,0.0467941144654985,0.190486312624846,0.641524692764286,0.865262465456821
"ENSG00000117519",3648.01748443231,0.089364903112764,0.144638784439207,0.420918964852353,0.730156311206771
"ENSG00000171492",882.476470996476,0.124295506934555,0.207426553788937,0.274375068758368,0.602645240308559
"ENSG00000170989",282.513193656927,-0.0508639361225737,0.212016023196276,0.49083806143663,0.776384565525817
"ENSG00000116299",23.0795067499204,0.110299057506505,0.239923071453341,0.174945791374951,0.485221329259706
"ENSG00000137962",2362.23238663477,-0.0692943759793213,0.214383573228972,0.396623666609051,0.713253729122668
"ENSG00000162377",315.572017785908,-0.115382867336595,0.140355222062821,0.293856078754908,0.623123422237992
"ENSG00000116774",751.566152112333,-0.0514084220997184,0.209812083629573,0.509961953654718,0.786900679921813
"ENSG00000023909",867.339370315389,0.118468836085777,0.184516465863801,0.311555240077696,0.63932086559522
"ENSG00000069702",278.629842263579,0.08160060924046,0.225081879609086,0.277824567733526,0.606367785877353
"ENSG00000198198",444.054471837355,-0.0521995092274677,0.120666400927522,0.603490868663785,0.842739616865582
"ENSG00000116793",466.735066682871,-0.01551666353255,0.134858659709146,0.882718230779803,0.96372553482732
"ENSG00000117525",660.135757246316,0.0935570354991796,0.241495402536545,0.0955454476522802,0.348867076031496
"ENSG00000203914",15.095963468274,0.00817688331411265,0.207588562620306,0.904214751880041,0.970699376988451
"ENSG00000198162",1422.12625959188,0.0430490608266546,0.133270053962303,0.68741761343354,0.888965943407891
"ENSG00000143079",776.889861792446,0.0459648477755418,0.124729267053463,0.600186781301924,0.841296052127425
"ENSG00000117620",309.062689179978,0.0400959642030898,0.150736125352109,0.716624843644007,0.901576289894675
"ENSG00000162688",469.780978522656,0.131275203625629,0.172795466823303,0.260421545854235,0.589022645555302
"ENSG00000197106",166.162475447713,-0.00724686541090773,0.205967269031972,0.91401485964461,0.972559480601637
"ENSG00000185946",127.193570491716,0.0022295705323672,0.156767663289816,0.985622201142726,0.996302921332478
"ENSG00000162627",529.343439531057,0.0192929618279363,0.163857961557815,0.86097820585624,0.955502719866888
"ENSG00000265808",1178.7516549818,0.244346728552985,0.272119855971066,0.0808321722346687,0.319407355398944
"ENSG00000134247",1700.53596065093,0.0540408144850621,0.176527929469296,0.616785733934449,0.851276924907246
"ENSG00000162664",413.244604550349,-0.267708709608318,0.175782475232506,0.0390993426273505,0.208996993127677
"ENSG00000134253",36.7594873149866,-0.0208635436111313,0.186669828824816,0.830897899299111,0.945642454414041
"ENSG00000183508",54.5012177378659,0.03956376290839,0.214146268624378,0.526590065587366,0.797134773877246
"ENSG00000143398",1135.22219019365,0.0769460893167766,0.103128051934933,0.400157844120842,0.715498673673569
"ENSG00000196505",212.62370383388,-0.0176926867252006,0.136206285431167,0.867062952124272,0.958096122599495
"ENSG00000065183",744.467338638971,-0.102187119316718,0.0899827507329179,0.211636194637806,0.531893979042964
"ENSG00000163156",215.220241586357,-0.0331553174084072,0.123930816012811,0.744579626470104,0.913742174565578
"ENSG00000171943",84.0646116899245,0.0815237183225273,0.198259088189785,0.433903651658139,0.740641844074589
"ENSG00000116830",250.585588075151,-0.473007674224857,0.229978320368295,0.00464894194413695,0.0484657240089935
"ENSG00000081026",193.804404927334,-0.263563934362089,0.200225297824577,0.0530974936896753,0.251273890907058
"ENSG00000143458",205.610403741701,-0.101750776955136,0.19895078007941,0.352671483830742,0.676000253079687
"ENSG00000163155",64.2957293718606,-0.129287517791662,0.191997591604772,0.272779327303477,0.601554310024374
"ENSG00000117262",35.0925698917834,0.0838693047151061,0.188495432512956,0.444866616533164,0.748197580921636
"ENSG00000184371",1680.16273394349,1.09940737203048,0.335105315549611,4.80527366548847e-05,0.00160330441335402
"ENSG00000143158",568.361567933287,0.0232768322760214,0.19316770888185,0.804854590079611,0.935707422962523
"ENSG00000000460",90.7509180137205,-0.891793445017632,0.320133600213377,0.000299941742618174,0.00660600068643427
"ENSG00000135862",24592.5985096368,-0.0406816262586102,0.155884359891837,0.714890756705423,0.900609707735658
"ENSG00000143156",140.653436986445,-0.0468665502885844,0.173002202990719,0.664680064304985,0.878282233015433
"ENSG00000143190",121.035981741913,0.0401323500579337,0.158837261585146,0.717055131535591,0.901847872560552
"ENSG00000047410",2626.73796905639,-0.253365567814314,0.160122769218162,0.0391985908504777,0.209241760795819
"ENSG00000171806",39.9225913168213,-0.233859061168789,0.269606472846869,0.0860044014455275,0.33022959856624
"ENSG00000135842",2167.24661949162,0.0360204455832949,0.210896523780782,0.599084206616211,0.840532478768685
"ENSG00000058085",1667.5216435738,-0.093558762288756,0.236557663444397,0.15295759407033,0.452887994609381
"ENSG00000143228",218.420599777097,-2.25898529947501,0.515729540778445,4.82035272407902e-07,4.89248947113866e-05
"ENSG00000000457",85.5059563788112,-0.0162447909015929,0.17684209082654,0.874605772701198,0.960213932298426
"ENSG00000157064",634.79145346645,0.0454600904226307,0.212441704042169,0.520363859485882,0.792839857802873
"ENSG00000059588",345.605390339431,-0.0274067194724398,0.171117192835319,0.796938065908522,0.933145154145314
"ENSG00000162851",175.811803948763,-0.268526066180243,0.14810463047038,0.0235771533870518,0.14882994492831
"ENSG00000143353",198.147219905608,0.257394611911324,0.221598869039603,0.065747703960374,0.283668898716073
"ENSG00000197965",3327.78296990261,0.163509884563803,0.215994889774982,0.189584404763235,0.504515594193913
"ENSG00000143493",204.636210715712,-0.700652118332416,0.276366763932121,0.000765177878543405,0.0131119146743553
"ENSG00000179397",8.7419156804524,0.795847303662351,1.00653644132737,0.00867568875163686,0.0751754904723925
"ENSG00000092978",182.580637828845,-0.0276583071029379,0.143010962646579,0.797355893839981,0.933145154145314
"ENSG00000188404",26.564175809127,0.0338487239462554,0.21999349668902,0.340241101557158,0.665785525861656
"ENSG00000116574",185.416268965479,0.0619033685618343,0.227447608316138,0.165618151169814,0.472210260564278
"ENSG00000143248",170.814313825212,0.0664067241618752,0.208582203192286,0.455342091699016,0.754777880187245
"ENSG00000162814",6.99924855141024,0.0455839527977748,0.213061352931078,0.507950828418626,0.785633620149304
"ENSG00000116132",4373.91117354027,-0.0692238084965615,0.17288367365992,0.547558426585984,0.811310094804788
"ENSG00000152092",24.0618577104086,0.0968726787908851,0.248037642145355,0.0267213711308815,0.161269328466829
"ENSG00000143476",305.798180316789,-1.71069325873383,0.456483258121483,7.45593712582775e-06,0.000370600929603644
"ENSG00000057252",756.996803385533,-0.0780035800294763,0.191161811052893,0.465123319702842,0.761168098113321
"ENSG00000162852",490.169561961121,0.118467177909548,0.191824244443402,0.306148909350317,0.634868591271681
"ENSG00000116962",1959.14305700688,-0.693755524178437,0.258429993882755,0.000521267968151978,0.00990092045769662
"ENSG00000181450",60.0272815844286,-0.133312744753763,0.20113125223674,0.255765003515045,0.583725556828282
"ENSG00000162849",142.826153642217,-0.0138263732366056,0.209346619977268,0.822064524186123,0.94263265146515
"ENSG00000067533",371.055484977509,-0.206797510420518,0.141873336030554,0.0680266102087694,0.28818979000878
"ENSG00000152104",2864.59613710354,0.0536468432781978,0.190710893741794,0.567859560269649,0.82410895487988
"ENSG00000117650",163.346540184023,-2.08462456987396,0.683005431119793,7.55500092800863e-05,0.00234803604858924
"ENSG00000203724",28.8140816438118,0.274153889267558,0.419364307922294,0.0340808443055237,0.190469531863832
"ENSG00000173726",2223.73689416058,-0.0829202680241955,0.122890721143473,0.41550351698707,0.726460306184079
"ENSG00000152382",67.509522782584,-0.29348452775797,0.278653814606606,0.0509600972256697,0.244669153534029
"ENSG00000135829",2548.92717493044,-0.382026468531289,0.114354501149071,0.000185477081488165,0.00465588683080122
"ENSG00000134717",477.796206260398,-0.0950155419217889,0.160115664942008,0.403080610454704,0.717146522565542
"ENSG00000143207",437.035476051279,-0.0651191736441888,0.129260786294226,0.533379388865241,0.801000341818185
"ENSG00000116906",528.814850701932,-0.192051263823782,0.109286510382616,0.0436577828537706,0.223904261604108
"ENSG00000092969",643.057777099376,0.0769014305978788,0.223734938966519,0.293745890225007,0.623072798483217
"ENSG00000157181",392.532674713078,0.0963776205004825,0.200167005166967,0.378707342271076,0.699485666291982
"ENSG00000076258",21.5485277189101,0.0796390934600166,0.217002978374418,0.354210149818112,0.677339409019772
"ENSG00000117697",272.081418620515,-0.332885534552916,0.14230661918943,0.00483623472591385,0.0496347471959624
"ENSG00000143641",3920.84459365756,0.245488548742961,0.239477881170524,0.0843916203294525,0.327415123619801
"ENSG00000010072",160.397540395776,-0.161911776752865,0.152459198762832,0.162499377041752,0.467681133925044
"ENSG00000135766",188.992941418658,0.369596759447737,0.30506667550875,0.0275419411238505,0.164637191135612
"ENSG00000116183",1665.53340246145,0.0783918606673908,0.233115604394084,0.14096270037443,0.433368488293683
"ENSG00000170382",17.6140138409112,0.0492839727089412,0.226092831802822,0.0571475958704483,0.261936721603891
"ENSG00000066027",313.977293460777,-0.120828257785224,0.181156903937031,0.30347146922178,0.632842658661625
"ENSG00000116711",841.533711534793,-0.0145007050247884,0.205525670717337,0.836174090660172,0.947624795177773
"ENSG00000123684",1140.45215610629,-0.0855917893060977,0.169399058921321,0.44723056096588,0.749798993162538
"ENSG00000203705",114.068070514465,0.111274208746951,0.170057589162985,0.338292858484696,0.664139395109817
"ENSG00000174175",35.1876665936788,0.0314186106063845,0.221668631451697,0.108849248880859,0.375080246499712
"ENSG00000171161",309.860639267069,0.0539225287867861,0.181024664473365,0.615756571536515,0.850645245162018
"ENSG00000196878",257.001473682505,0.157438653265384,0.227727798620945,0.182663782549615,0.495164187832613
"ENSG00000074964",280.195626260739,0.214985066778254,0.243323134464103,0.105975003818379,0.369651815770236
"ENSG00000174606",313.541321016164,-0.203353065178456,0.144518145703513,0.0751535819073865,0.305113031553512
"ENSG00000116903",305.591598165616,0.0707630275839214,0.161387762001999,0.530779384438197,0.799640725986293
"ENSG00000151414",5733.90637559585,0.250911623056921,0.255918460401277,0.0741438292308328,0.302792216504307
"ENSG00000136643",539.987922678742,0.0562547763022244,0.120085917535695,0.575751663506073,0.828654652130799
"ENSG00000069248",585.388149973132,-0.167880660349523,0.125281851209284,0.107278458978004,0.372319357629543
"ENSG00000185220",38.5875201817822,-0.105948921060219,0.204141257378603,0.328869490151049,0.65407932574098
"ENSG00000162769",63.7186109382288,-0.105347334275721,0.208473372576229,0.323828564285625,0.65037904170182
"ENSG00000277462",39.8879717654263,-0.0450296754433043,0.192415353438956,0.643750197765128,0.866093294288204
"ENSG00000035687",749.749588726153,-0.200616891400938,0.148095575862896,0.0830874699092427,0.3246114504072
"ENSG00000180287",44.1065829912011,-0.0182296835967744,0.217463972043591,0.580189909136483,0.831691490489571
"ENSG00000007341",142.989038048983,-0.0364856203667514,0.143414990370618,0.73645234662218,0.910766957960977
"ENSG00000143324",766.580177090894,0.13414121867243,0.176311918766493,0.2610778267507,0.5895453089317
"ENSG00000286619",39.8038055325896,0.0391697846636209,0.210796603487788,0.577325801048739,0.829880823652708
"ENSG00000198756",156.855500253361,1.07028490555692,1.18982976709029,0.00555078535170919,0.054917585954129
"ENSG00000054282",508.128660949299,-0.0124386622804867,0.162986731018886,0.907159653272266,0.971340111220484
"ENSG00000162702",420.157662380394,0.0368326306214603,0.16120526874941,0.739800620931938,0.911809291118049
"ENSG00000054267",582.753565442455,0.0063585508081465,0.143324521650089,0.954029283098017,0.984280663704904
"ENSG00000175137",1308.24520871191,0.215748655245744,0.179540571823693,0.0908527895066577,0.339767427698951
"ENSG00000134245",26.1379913873919,0.0680091675310837,0.201544684437529,0.482794939235625,0.771027358783733
"ENSG00000097046",103.417652450905,-1.23894050636085,0.468865043721677,0.000325749157029562,0.00696306813715327
"ENSG00000185420",487.404121975581,0.116016630005718,0.257967533717844,0.0490633260161453,0.240477236414587
"ENSG00000136636",690.413455140439,-0.0861689392825026,0.194729572391953,0.420045742568639,0.729079229589808
"ENSG00000163874",264.048280159366,0.0519254920751729,0.217727463100347,0.40959659308577,0.721116563809663
"ENSG00000054392",41.3167968046218,0.459903066445477,0.60500243263854,0.0182298094343936,0.12680964227909
"ENSG00000143341",1591.49058325992,0.0191369608893765,0.210555192409756,0.760653129678528,0.919319723363191
"ENSG00000162545",604.252721397641,-0.19570393111568,0.345574475675396,0.0204289525974435,0.136199273311573
"ENSG00000090432",522.033276191909,0.0976372430664356,0.107445322315331,0.297808791752636,0.627516535784416
"ENSG00000183114",7.50568290780895,-0.00646444796893837,0.217565795459566,0.795103888420408,0.932510860713039
"ENSG00000158825",58.3219339674992,0.0794050195907975,0.235600184972876,0.0917110767235596,0.34141898185205
"ENSG00000158828",352.443340063721,0.254111188362544,0.288693054850499,0.0704344754404579,0.294013798257925
"ENSG00000117242",131.985485068912,0.0908907415243451,0.181084566520959,0.421775188294747,0.730550427057186
"ENSG00000162630",13.7833049608451,-0.0423405149512313,0.220320761963607,0.33620082174677,0.6622927685049
"ENSG00000066557",372.219389262333,-0.391054594306744,0.146427778261951,0.00148803122820788,0.0208468004307038
"ENSG00000118454",540.067279163715,-0.0846901036764343,0.137477489036497,0.432361904488765,0.739555330074456
"ENSG00000116761",119.639181795013,0.000354379925439474,0.205551560927266,0.999084889715084,0.999657738036864
"ENSG00000007968",22.6951014212506,-0.0854415619992467,0.23904599297363,0.0702719776578247,0.293673332486515
"ENSG00000117318",2275.03909161366,0.0590186713217572,0.180899752641096,0.582648359633032,0.832979796433603
"ENSG00000142676",6227.63707801637,-0.196752479615036,0.126379341361766,0.0561268046405832,0.25943453584504
"ENSG00000057757",385.557776636211,0.0427693590937937,0.13739554220651,0.691383718474414,0.890078347519749
"ENSG00000117308",208.948710449136,-0.172725734874691,0.194913644517731,0.166989134045469,0.474301426915056
"ENSG00000158716",89.7516723699393,-0.000653467218779557,0.201603094682408,0.990491188663174,0.997258585373557
"ENSG00000213085",9.24175487141194,-0.0785613948293327,0.223780927592464,0.288177323243611,0.616358041490978
"ENSG00000163399",2666.68082202618,-0.023019391372264,0.179343371858971,0.823990189213772,0.942991007117734
"ENSG00000177888",484.407189078944,0.0264155030519823,0.155404765932973,0.811494623196816,0.938563468091369
"ENSG00000243364",38.0605441714534,0.067115390042239,0.205378077906872,0.470192140466131,0.764065605000397
"ENSG00000143590",7.95168354525745,0.140817355955145,0.270074348979691,0.0725888677866742,0.299390402687067
"ENSG00000169241",324.185119008532,0.199266191025986,0.192469688454494,0.120692426382436,0.398210928964464
"ENSG00000163463",36.1696205082883,-0.00789147605137874,0.185287992049788,0.934814883903513,0.979137131051136
"ENSG00000169231",179.990340986786,0.414896136312564,0.207285686338585,0.00690248430564609,0.0639934577734382
"ENSG00000177628",1270.09436432749,0.733851525115781,0.257152333423289,0.000306867442296544,0.00670764165284945
"ENSG00000143630",25.9831718583566,0.0902082490016923,0.199749775741312,0.394065585370414,0.71049382383922
"ENSG00000174059",44.0362230184225,-0.016441233289232,0.21403410103395,0.731901947195102,0.908323110200859
"ENSG00000142657",1750.54469496301,-0.202772560922843,0.133804338316227,0.0636716095610208,0.278436198002005
"ENSG00000175279",15.3717858260311,-0.0609207939814993,0.211861053554701,0.449372542411133,0.751461364676164
"ENSG00000160049",696.599864018756,0.00167542475655949,0.11216483648643,0.987285853359497,0.996475666681519
"ENSG00000182004",202.876248175387,-0.469761193035108,0.185109478904509,0.00151074201078817,0.0209977119927302
"ENSG00000158156",155.916846771753,-0.00533130457216171,0.164159595467003,0.959319354761032,0.986879867094324
"ENSG00000182118",27.6452028096198,0.049806217893316,0.220047072637398,0.357058429459822,0.679830256484304
"ENSG00000143633",89.4667487735203,-0.580293481341187,0.228614425064521,0.00102553682146937,0.0159194025955149
"ENSG00000132773",110.052378463352,-0.267502753810194,0.339671379507612,0.0542723067281119,0.254724787682107
"ENSG00000070759",11.943487210857,-0.00340873797236009,0.20335751228328,0.962171597003252,0.987707285039727
"ENSG00000280670",17.7539034030253,0.0475004153032354,0.203710297046038,0.581421495220289,0.832758811239512
"ENSG00000132763",92.026376176765,-0.087489077603148,0.169150160273,0.440771644415922,0.745437761288638
"ENSG00000259865",24.169353087263,-0.0203019619628723,0.195708159129184,0.818266221846135,0.941742601211229
"ENSG00000228818",8.76030796403431,-0.0171404271999901,0.204160238336809,0.819941150036302,0.942399893223541
"ENSG00000162636",364.651262348265,-0.402430700338089,0.38799542114372,0.0241664420760044,0.151316540246388
"ENSG00000162639",24.1279149660519,-0.0117656271146201,0.195794497952064,0.891822919084047,0.966065942114323
"ENSG00000134186",639.321420457819,-0.308991723631413,0.0982900625745212,0.000522454181624865,0.00990092045769662
"ENSG00000116266",524.362443303633,-0.14032867911923,0.123482033362167,0.172547026291135,0.482161636424631
"ENSG00000273382",31.0625576037001,0.0420524492752881,0.18467302827877,0.684379474838488,0.887047250029325
"ENSG00000215717",674.89332108144,0.278602813408488,0.217121630842049,0.0498384684667916,0.242406221316619
"ENSG00000132676",1038.19859819448,0.0493176976635211,0.140449552311154,0.649256373267322,0.869867477760077
"ENSG00000132718",1361.48457763248,0.0662356254686525,0.199482251870207,0.501350710626908,0.782022897200675
"ENSG00000132680",405.227342494363,0.101631298831715,0.146439914491109,0.366643933999306,0.68850692949488
"ENSG00000163479",2483.59793846072,-0.13107662386416,0.145893462345364,0.240018639151156,0.567736396453696
"ENSG00000160803",388.098450759456,-0.224330795779544,0.132772435019739,0.0402485693921016,0.213044396847907
"ENSG00000198952",1111.88717958488,0.179977574215122,0.120292168975543,0.0777228229948172,0.311879749224987
"ENSG00000163472",54.8348965179598,0.195653741039017,0.209252895909654,0.129800122960846,0.414321307379308
"ENSG00000163468",3666.04897486889,-0.231914335469023,0.140158080532335,0.0405877728885907,0.213981451400293
"ENSG00000254726",70.7813278489248,-0.132462503417648,0.262483100200497,0.0848252216655682,0.328230916049902
"ENSG00000143061",12.9093223862778,0.0523316034367448,0.224066268663759,0.217863972459685,0.539695800696342
"ENSG00000168275",110.57496388601,-0.233515529199179,0.17323021848819,0.0656614325993914,0.283380919639479
"ENSG00000153207",595.673861786663,-0.16887767061175,0.113726295067606,0.0840135760518892,0.326734470208231
"ENSG00000156869",125.493877127209,-0.0670370555980014,0.168138781045329,0.54670662758269,0.810510724487759
"ENSG00000033122",7.35504267707672,0.00507419395238058,0.212671543397812,0.922518424416952,0.975830633542616
"ENSG00000116678",255.111275892613,0.17625723167321,0.264345680118691,0.122113446832089,0.401348407454923
"ENSG00000159352",1165.83063564236,-0.169166874440418,0.136087077093457,0.122384418479756,0.401965931164331
"ENSG00000158710",5827.79774667393,-0.0905109130131601,0.166859088508292,0.415715708298029,0.726460306184079
"ENSG00000049239",1462.35650778764,0.073617987219417,0.210412732643283,0.406852250806597,0.719792545759038
"ENSG00000244038",4479.53980212571,0.161226458414317,0.125545347704343,0.121263216026703,0.399532704993049
"ENSG00000116690",560.027739845593,0.0365356125726355,0.221572798956378,0.229339139619308,0.555733137157866
"ENSG00000126091",19.1602789820116,0.0283510184578287,0.200875590041916,0.735915310090229,0.910708970422035
