"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-69239","Synthesis of DNA",116,-0.803659845439678,-2.47509863418215,0.0178571428571429,0.0492149758454106,0.022883295194508,693,"tags=34%, list=5%, signal=33%","6117/23649/6119/54107/6502/10714/5982/27338/4175/5111/5985/64785/5426/1017/5422/23594/84296/2237/4172/84515/3978/4173/5983/9837/1763/5424/4171/5984/4174/4176/4998/11065/51053/81620/9134/990/51659/8318/5427/890"
"R-HSA-453279","Mitotic G1 phase and G1/S transition",143,-0.754064674289146,-2.46985914774124,0.0196078431372549,0.0492149758454106,0.022883295194508,693,"tags=31%, list=5%, signal=30%","6117/23649/7027/6119/54107/6502/7465/1869/4175/5111/286826/5426/7298/1163/1017/5422/23594/1719/4172/84515/8317/4173/5933/4171/6241/10926/993/983/4174/7083/4176/26271/4998/51053/81620/9134/990/891/55388/8318/5427/7153/890/1031/4605"
"R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA",276,-0.697123622124966,-2.46859805762131,0.0166666666666667,0.0492149758454106,0.022883295194508,2855,"tags=67%, list=22%, signal=54%","102724594/7307/51585/23759/55660/51503/79622/22985/79228/1477/9716/9584/10081/2963/8233/10283/8563/84321/80145/55702/1479/10992/8559/10250/10181/5356/22826/5411/6431/5432/1655/6627/2962/3550/54883/55746/23020/10482/1659/25804/3188/4928/83443/23283/9295/154007/51690/65109/79171/91603/5511/26097/55339/79023/7536/11066/29894/9416/6429/8106/8021/55234/23658/57461/5431/6633/22794/51691/79869/8449/55749/51634/9785/8189/10915/5433/51692/84844/8086/27339/8480/1977/26121/7175/348995/9972/57703/27238/10594/2733/79165/55696/84991/11157/9984/151903/9343/58517/10465/1478/53981/3312/22827/9092/4116/23517/10772/4904/5094/11338/56949/11052/22938/9129/10262/7884/56339/3185/9775/23165/8899/6629/129401/51645/9688/81929/1660/1665/6636/6631/4686/3190/8175/3183/10291/10084/10762/27336/9631/3187/9818/3192/8241/9128/6637/9879/23350/6635/10946/55110/51593/3191/84950/79902/23450/988/5725/2521/6628/53371/9410/23279/23636/6626/11051/6632/6432/84811/55706/10189/4670/57122/6434/4927/23511/6426/6428/6427/220988/3181/27316/10236/3178/57819/10212/3184"
"R-HSA-5693532","DNA Double-Strand Break Repair",140,-0.716091492294242,-2.38364816903809,0.0208333333333333,0.0492149758454106,0.022883295194508,885,"tags=39%, list=7%, signal=37%","80198/5536/55183/84126/2547/6613/6117/7520/10038/6119/5889/675/54107/22976/9656/54962/84142/11073/10714/7517/165918/7515/55775/142/63979/5982/5111/55732/348654/5985/5426/1017/3838/2237/146956/80010/10635/7468/3014/5983/7516/580/1763/5424/672/83990/8914/5888/5984/641/10721/63967/5427/890/9156"
"R-HSA-5693538","Homology Directed Repair",111,-0.731102166100381,-2.36146807779293,0.0196078431372549,0.0492149758454106,0.022883295194508,885,"tags=43%, list=7%, signal=41%","80198/84126/6613/6117/10038/6119/5889/675/54107/9656/54962/84142/11073/10714/7517/165918/7515/142/63979/5982/5111/55732/348654/5985/5426/1017/2237/146956/80010/10635/7468/3014/5983/7516/580/1763/5424/672/83990/8914/5888/5984/641/10721/63967/5427/890/9156"
"R-HSA-72163","mRNA Splicing - Major Pathway",204,-0.686394290879501,-2.35193040832945,0.0192307692307692,0.0492149758454106,0.022883295194508,2367,"tags=58%, list=18%, signal=49%","8559/10250/10181/5356/22826/5411/6431/5432/1655/6627/2962/3550/54883/23020/1659/25804/3188/83443/9295/51690/65109/79171/91603/5511/7536/9416/6429/55234/23658/57461/5431/6633/22794/51691/8449/55749/51634/9785/10915/5433/84844/27339/26121/57703/27238/10594/79165/55696/84991/11157/151903/9343/58517/10465/3312/22827/9092/4116/23517/10772/4904/5094/11338/56949/22938/9129/10262/3185/9775/8899/6629/51645/1660/1665/6636/6631/4686/3190/8175/3183/10291/10084/27336/3187/3192/8241/9128/6637/9879/23350/6635/10946/55110/51593/3191/84950/23450/988/5725/2521/6628/9410/6626/6632/6432/84811/10189/4670/6434/6426/6428/6427/220988/3181/27316/10236/3178/57819/3184"
"R-HSA-73894","DNA Repair",291,-0.66952625790156,-2.35075463466837,0.0204081632653061,0.0492149758454106,0.022883295194508,1621,"tags=37%, list=12%, signal=33%","9031/6233/5932/57461/5431/5810/4361/201254/7486/3980/5433/5591/27339/328/51138/8467/7156/25913/7334/10980/55120/5425/56949/11284/83695/10459/4292/80198/5536/55183/84126/10445/2547/6613/56852/8533/8607/6117/4968/7520/10038/6119/5889/65057/675/54107/4436/22976/9656/54962/94239/84142/11073/10714/57697/86/2956/7517/165918/64858/2176/7515/55775/142/63979/5982/5111/55732/348654/5985/5426/2178/2187/1017/2189/3838/2237/7398/146956/80010/10635/7468/3014/3978/5983/7516/580/1763/5424/9768/672/55215/83990/8914/5888/5984/29089/55247/51514/641/2177/10721/63967/2175/5427/890/9156"
"R-HSA-69306","DNA Replication",139,-0.72494269903075,-2.33924607429381,0.0178571428571429,0.0492149758454106,0.022883295194508,693,"tags=36%, list=5%, signal=34%","4999/996/5702/3837/6117/23649/6119/54107/6502/94239/10714/3021/5982/27338/4175/5111/5985/64785/5426/1017/5422/23594/84296/2237/4172/84515/3014/3978/8317/4173/5983/9837/1763/5424/4171/10926/5984/4174/4176/4998/11065/51053/81620/9134/990/51659/55388/8318/5427/890"
"R-HSA-72172","mRNA Splicing",212,-0.678317747156563,-2.31567930496341,0.0196078431372549,0.0492149758454106,0.022883295194508,2367,"tags=57%, list=18%, signal=48%","8559/10250/10181/5356/22826/5411/6431/5432/1655/6627/2962/3550/54883/23020/1659/25804/3188/83443/9295/154007/51690/65109/79171/91603/5511/7536/11066/9416/6429/55234/23658/57461/5431/6633/22794/51691/8449/55749/51634/9785/10915/5433/84844/27339/26121/57703/27238/10594/79165/55696/84991/11157/151903/9343/58517/10465/3312/22827/9092/4116/23517/10772/4904/5094/11338/56949/22938/9129/10262/3185/9775/8899/6629/51645/1660/1665/6636/6631/4686/3190/8175/3183/10291/10084/27336/3187/3192/8241/9128/6637/9879/23350/6635/10946/55110/51593/3191/84950/23450/988/5725/2521/6628/9410/6626/6632/6432/84811/10189/4670/6434/6426/6428/6427/220988/3181/27316/10236/3178/57819/3184"
"R-HSA-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",105,-0.71620621981053,-2.29057203033902,0.0208333333333333,0.0492149758454106,0.022883295194508,885,"tags=41%, list=7%, signal=39%","80198/84126/6613/6117/6119/5889/675/54107/9656/54962/84142/11073/10714/7517/165918/63979/5982/5111/55732/348654/5985/5426/1017/146956/80010/10635/7468/3014/5983/7516/580/1763/5424/672/83990/8914/5888/5984/641/63967/5427/890/9156"
"R-HSA-72312","rRNA processing",196,-0.674480260860699,-2.28907339929318,0.0204081632653061,0.0492149758454106,0.022883295194508,3242,"tags=70%, list=25%, signal=54%","6224/6158/2197/6191/6171/6206/117246/27292/6223/10885/11102/57647/60528/9277/6204/118460/6205/3028/57418/6228/6227/23521/51121/6165/6169/6157/51077/26168/51388/57050/92856/6210/55127/9188/6229/27043/22894/9790/6147/6218/55178/55226/22803/6161/28987/6235/10436/6208/55720/6132/6159/6137/8602/27341/54881/79707/6230/25873/55651/6143/6135/54931/26354/55131/10528/6124/6144/6175/6154/51010/6233/81875/23481/27340/6194/56915/6139/6207/79922/6209/6122/6188/11224/705/8568/6222/6128/6166/51106/6133/10171/9349/6152/9045/81887/6155/4691/6129/23517/51118/6136/6217/10556/10200/6189/9136/6202/6203/10969/6130/10813/84946/51602/6187/6125/84916/6134/23246/3921/6141/6193/88745/4736/6201/55813/1736/25926/90459/51096/83732/54433/5394/11340/23404/5393/200916/2091/116832"
"R-HSA-69481","G2/M Checkpoints",138,-0.718512076121808,-2.28243873769109,0.0185185185185185,0.0492149758454106,0.022883295194508,578,"tags=44%, list=4%, signal=43%","6233/5932/5810/4361/5713/5695/7486/10971/9088/5717/7156/5684/5706/7334/7531/83695/4999/5702/84126/6117/6119/9656/84142/11073/165918/7465/5982/4175/5985/1017/23594/4172/80010/84515/7468/3014/8317/4173/5983/580/1763/4171/672/83990/10926/993/5984/983/4174/4176/9133/4998/990/641/891/63967/55388/995/8318/51512/9156"
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol",177,-0.676769014978886,-2.27693259106861,0.0204081632653061,0.0492149758454106,0.022883295194508,3242,"tags=72%, list=25%, signal=55%","6224/6158/2197/6191/6171/6206/117246/6223/10885/11102/57647/9277/6204/118460/6205/57418/6228/6227/23521/51121/6165/6169/6157/51077/26168/51388/57050/92856/6210/55127/9188/6229/27043/22894/9790/6147/6218/22803/6161/28987/6235/10436/6208/55720/6132/6159/6137/8602/27341/54881/79707/6230/25873/6143/6135/26354/55131/10528/6124/6144/6175/6154/51010/6233/81875/23481/27340/6194/56915/6139/6207/6209/6122/6188/11224/705/8568/6222/6128/6166/6133/10171/9349/6152/9045/81887/6155/4691/6129/23517/51118/6136/6217/10556/10200/6189/9136/6202/6203/10969/6130/10813/84946/51602/6187/6125/84916/6134/23246/3921/6141/6193/88745/4736/6201/55813/25926/90459/51096/83732/5394/11340/23404/5393/200916/2091/116832"
"R-HSA-8868773","rRNA processing in the nucleus and cytosol",187,-0.675281082281773,-2.27041746017097,0.0208333333333333,0.0492149758454106,0.022883295194508,3242,"tags=71%, list=25%, signal=54%","6224/6158/2197/6191/6171/6206/117246/27292/6223/10885/11102/57647/9277/6204/118460/6205/57418/6228/6227/23521/51121/6165/6169/6157/51077/26168/51388/57050/92856/6210/55127/9188/6229/27043/22894/9790/6147/6218/55226/22803/6161/28987/6235/10436/6208/55720/6132/6159/6137/8602/27341/54881/79707/6230/25873/55651/6143/6135/26354/55131/10528/6124/6144/6175/6154/51010/6233/81875/23481/27340/6194/56915/6139/6207/6209/6122/6188/11224/705/8568/6222/6128/6166/6133/10171/9349/6152/9045/81887/6155/4691/6129/23517/51118/6136/6217/10556/10200/6189/9136/6202/6203/10969/6130/10813/84946/51602/6187/6125/84916/6134/23246/3921/6141/6193/88745/4736/6201/55813/1736/25926/90459/51096/83732/54433/5394/11340/23404/5393/200916/2091/116832"
"R-HSA-168273","Influenza Viral RNA Transcription and Replication",131,-0.706549729393496,-2.26993871755062,0.0178571428571429,0.0492149758454106,0.022883295194508,3278,"tags=79%, list=25%, signal=60%","6396/6224/6158/2197/6191/6171/5435/5438/6206/5439/6223/6204/6205/6228/3843/6227/23521/51121/6165/6169/6157/2963/6210/6229/6147/6218/5432/6161/2962/6235/55746/6208/6132/6159/4928/6137/6230/25873/6143/6135/79023/6124/6144/8021/6175/6154/6233/6194/5431/6139/6207/6209/6122/6188/11224/5433/8086/8480/7175/348995/6222/9972/6128/6166/6133/9349/6152/9045/6155/6129/6136/6217/6189/6202/6203/6130/23165/129401/6187/3320/9688/81929/6125/6134/3921/6141/6193/10762/4736/6201/9631/9818/79902/53371/23279/23636/55706/57122/4927/23511/142/200916/116832"
"R-HSA-195258","RHO GTPase Effectors",243,-0.679307230383581,-2.2619900963288,0.0178571428571429,0.0492149758454106,0.022883295194508,954,"tags=28%, list=7%, signal=26%","25936/5528/9793/9183/51143/55920/81929/23028/348235/5501/91687/5216/79003/79902/54820/84790/94239/23279/401541/57122/79980/54908/10376/3021/81624/10381/79172/10383/55166/55055/55839/3619/64105/9735/11113/64946/3014/1058/220134/29941/9928/81930/11130/151246/2491/4085/9055/128239/147841/699/79682/701/332/995/151648/1063/55143/5347/11004/1062/10403/57405/54821/57082/83540/9212/991"
"R-HSA-168255","Influenza Infection",150,-0.680771795731035,-2.24017479798857,0.0175438596491228,0.0492149758454106,0.022883295194508,3278,"tags=73%, list=25%, signal=55%","6396/6224/6158/2197/6191/6171/5435/5438/6206/5439/6223/3840/6204/6205/6228/3843/6227/23521/51121/6165/6169/6157/2963/6210/5901/6229/6147/6218/5432/6161/2962/6235/55746/6208/6132/6159/4928/6137/6230/25873/6143/6135/79023/6124/6144/8106/8021/6175/6154/6233/6194/5431/6139/6207/6209/6122/6188/11224/7514/5433/8086/8480/7175/348995/6222/9972/6128/6166/6133/9349/6152/9045/6155/6129/6136/6217/6189/6202/6203/6130/23165/3837/129401/6187/3320/9688/81929/6125/6134/3921/6141/6193/10762/4736/6201/9631/9818/79902/53371/23279/23636/55706/57122/4927/23511/142/200916/116832/3838"
"R-HSA-2990846","SUMOylation",167,-0.656426163139219,-2.18090088531637,0.0178571428571429,0.0492149758454106,0.022883295194508,1374,"tags=37%, list=10%, signal=34%","6670/6015/8086/8480/7175/348995/10735/9972/1616/1912/6294/23512/23165/1911/51602/129401/115426/9688/81929/79677/7155/3066/4869/3190/6613/3183/6117/10762/23137/29843/9631/9818/10055/10274/10054/79902/9994/10155/9656/53371/23279/23636/55706/54780/57122/4927/165918/23511/23468/9126/142/8243/5111/3619/1786/672/6790/641/332/7153/55143/9212"
"R-HSA-983231","Factors involved in megakaryocyte development and platelet production",116,-0.676428021670407,-2.15027265482101,0.0166666666666667,0.0492149758454106,0.022883295194508,883,"tags=22%, list=7%, signal=21%","5576/23028/3066/5889/84790/10019/10376/23468/3021/7465/10381/10383/1017/3835/9493/29127/9585/81930/146909/3832/56992/10112/11004/1062/24137/3833"
"R-HSA-73886","Chromosome Maintenance",103,-0.7236748297213,-2.1476054458485,0.0185185185185185,0.0492149758454106,0.022883295194508,761,"tags=44%, list=6%, signal=41%","4869/8607/6117/79075/1736/23649/91687/10856/6119/54433/65057/5931/94239/55135/10714/401541/54069/3021/79172/5982/55166/5111/63922/5985/55839/64105/1017/5422/55320/2237/64946/3014/3978/5983/1763/5424/1058/5984/55355/2491/641/79682/387103/890/57082"
"R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins",161,-0.652483512873994,-2.14717496849875,0.0185185185185185,0.0492149758454106,0.022883295194508,1374,"tags=38%, list=10%, signal=34%","22955/7486/6670/6015/8086/8480/7175/348995/10735/9972/1616/1912/6294/23512/23165/1911/51602/129401/115426/9688/81929/79677/7155/3066/4869/3190/6613/3183/6117/10762/23137/9631/9818/10274/79902/9994/10155/9656/53371/23279/23636/55706/54780/57122/4927/165918/23511/23468/9126/142/8243/5111/3619/1786/672/6790/641/332/7153/55143/9212"
"R-HSA-927802","Nonsense-Mediated Decay (NMD)",112,-0.663728726873191,-2.14172374585169,0.0185185185185185,0.0492149758454106,0.022883295194508,3242,"tags=70%, list=25%, signal=53%","6224/6158/2197/6191/6171/6206/6223/6204/6205/6228/6227/23521/51121/5976/6165/6169/6157/55802/6210/6229/6147/6218/6161/6235/6208/6132/6159/6137/6230/25873/65109/6143/5515/6135/55629/23708/6124/6144/6175/6154/6233/6194/6139/22794/6207/6209/6122/6188/11224/6222/6128/6166/6133/9349/6152/9045/6155/6129/4116/6136/6217/6189/6202/6203/6130/9775/6187/6125/6134/3921/4686/6141/6193/4736/6201/55110/200916/116832"
"R-HSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",112,-0.663728726873191,-2.14172374585169,0.0185185185185185,0.0492149758454106,0.022883295194508,3242,"tags=70%, list=25%, signal=53%","6224/6158/2197/6191/6171/6206/6223/6204/6205/6228/6227/23521/51121/5976/6165/6169/6157/55802/6210/6229/6147/6218/6161/6235/6208/6132/6159/6137/6230/25873/65109/6143/5515/6135/55629/23708/6124/6144/6175/6154/6233/6194/6139/22794/6207/6209/6122/6188/11224/6222/6128/6166/6133/9349/6152/9045/6155/6129/4116/6136/6217/6189/6202/6203/6130/9775/6187/6125/6134/3921/4686/6141/6193/4736/6201/55110/200916/116832"
"R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit",109,-0.676532255581184,-2.13317318781297,0.0196078431372549,0.0492149758454106,0.022883295194508,3242,"tags=73%, list=25%, signal=56%","6224/6158/2197/6191/6171/6206/6223/6204/6205/6228/6227/23521/51121/6165/6169/6157/6210/6229/7458/6147/1983/6218/6161/6235/10480/1968/6208/6132/6159/6137/8669/6230/25873/6143/51386/6135/6124/6144/3646/6175/6154/8668/6233/8666/8664/6194/6139/27335/6207/6209/6122/6188/11224/1977/6222/6128/6166/6133/9349/1965/6152/9045/6155/6129/6136/6217/6189/6202/6203/6130/6187/6125/6134/3921/6141/6193/4736/6201/200916/116832"
"R-HSA-72613","Eukaryotic Translation Initiation",116,-0.678376447085558,-2.13201666627213,0.0192307692307692,0.0492149758454106,0.022883295194508,3242,"tags=73%, list=25%, signal=56%","6224/6158/2197/6191/6171/6206/1978/6223/6204/6205/6228/6227/23521/51121/6165/6169/8892/6157/6210/6229/7458/6147/1967/1983/6218/6161/6235/10480/1968/6208/6132/6159/6137/8669/6230/25873/6143/51386/6135/6124/6144/3646/6175/6154/8668/6233/8666/8664/6194/6139/27335/6207/6209/6122/6188/11224/1977/6222/6128/6166/6133/8893/9349/1965/6152/9045/6155/6129/6136/6217/6189/6202/6203/6130/6187/6125/6134/3921/6141/6193/4736/6201/8891/200916/116832"
"R-HSA-72737","Cap-dependent Translation Initiation",116,-0.678376447085558,-2.13201666627213,0.0192307692307692,0.0492149758454106,0.022883295194508,3242,"tags=73%, list=25%, signal=56%","6224/6158/2197/6191/6171/6206/1978/6223/6204/6205/6228/6227/23521/51121/6165/6169/8892/6157/6210/6229/7458/6147/1967/1983/6218/6161/6235/10480/1968/6208/6132/6159/6137/8669/6230/25873/6143/51386/6135/6124/6144/3646/6175/6154/8668/6233/8666/8664/6194/6139/27335/6207/6209/6122/6188/11224/1977/6222/6128/6166/6133/8893/9349/1965/6152/9045/6155/6129/6136/6217/6189/6202/6203/6130/6187/6125/6134/3921/6141/6193/4736/6201/8891/200916/116832"
"R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression",108,-0.676248481048972,-2.13196777074951,0.0192307692307692,0.0492149758454106,0.022883295194508,3242,"tags=73%, list=25%, signal=56%","6224/6158/2197/6191/6171/6206/6223/6204/6205/6228/6227/23521/51121/6165/6169/6157/6210/6229/7458/6147/6218/6161/6235/10480/1968/6208/6132/6159/6137/8669/6230/25873/6143/51386/6135/6124/6144/3646/6175/6154/8668/6233/8666/8664/6194/6139/27335/6207/6209/6122/6188/11224/1977/6222/6128/6166/6133/9349/1965/6152/9045/6155/6129/6136/6217/6189/6202/6203/6130/6187/6125/6134/3921/6141/6193/4736/6201/200916/116832"
